25005~00450 ,      3179,   0.27248
25005~00451 ,      3178,   1.00000
25005~00451 ,      3179,   0.01420
25005~00520 ,      3196,   0.57331
25005~00520 ,      3200,   0.00060
25005~00458 ,      3181,   0.05115
25005~00458 ,      3179,   0.71332
25021~2044A ,      1645,   0.26434
25021~2044A ,      1655,   0.00236
25021~2044A ,      1652,   0.99434
25021~2087B ,      2393,   0.99871
25021~2087B ,      2394,   0.00489
25021~2087B ,      2392,   0.00241
25021~2087B ,      1671,   0.01333
25005~00324 ,      2397,   0.37984
25005~0452B ,      3184,   0.00322
25005~0452B ,      3186,   0.98818
25005~00328 ,      2397,   0.06008
25005~00328 ,      2401,   0.33032
25005~00514 ,      3187,   0.00048
25005~00514 ,      3197,   0.99961
25005~00514 ,      3196,   0.00047
25005~0452A ,      3184,   0.99678
25005~0452A ,      3186,   0.00285
25005~00460 ,      3187,   0.99952
25005~00460 ,      3188,   0.99508
25005~00459 ,      3189,   1.00000
25005~00459 ,      2407,   0.00035
25005~00325 ,      1755,   0.00244
25005~00325 ,      2400,   0.00184
25005~00325 ,      2401,   0.22497
25005~00325 ,      2406,   0.76571
25005~00325 ,      2404,   0.00032
25005~00325 ,      2405,   0.97809
25005~00325 ,      2408,   0.00162
25005~00326 ,      2401,   0.15160
25005~00326 ,      2406,   0.10700
25005~00326 ,      1754,   0.00034
25005~00326 ,      2404,   0.99937
25005~00326 ,      2405,   0.02191
25023~02336 ,      2413,   0.01103
25023~02336 ,      2407,   0.00071
25023~02336 ,      2409,   1.00000
25023~02336 ,      2410,   0.00547
25023~02336 ,      1758,   0.00033
25023~02336 ,      2408,   0.99798
25023~02114 ,      1755,   0.99756
25023~02114 ,      1756,   0.00239
25023~02114 ,      1754,   0.99462
25023~02114 ,      2404,   0.00032
25023~02114 ,      1758,   0.00033
25023~02114 ,      2408,   0.00040
25023~02114 ,      1757,   0.00157
25023~2134A ,      1735,   0.00276
25023~2134A ,      1736,   0.99078
25023~2134A ,      1737,   0.00180
25023~2134A ,      1753,   0.00089
25023~2134A ,      2403,   0.00032
25023~02131 ,      1756,   0.67463
25023~02131 ,      1754,   0.00504
25023~2137A ,      1760,   0.00034
25023~2137A ,      1758,   0.98433
25023~2137A ,      1757,   0.00432
25021~02024 ,      1662,   0.99758
25021~02024 ,      2397,   0.00034
25021~02024 ,      1663,   1.00000
25021~02024 ,      1716,   0.00110
25021~02024 ,      1661,   0.00043
25021~1958C ,      1656,   0.01471
25021~1958C ,      1627,   0.00119
25021~1958C ,      1629,   0.00032
25021~02035 ,      1716,   0.99817
25021~02035 ,      1717,   0.06158
25021~02035 ,      2402,   0.00080
